Game,Time,GrSubject,BR1,BR2,BR3,twdbr1,twdbr2,twdbr3
28,16,3,21.542864,6.922186,86.53495,0,0,0
28,17,1,95.18474,9.086944,10.728322,1,0,1
28,17,2,16.193283,88.19168,10.615035,0,0,0
28,17,3,26.429855,18.839144,69.731,0,0,0
28,18,1,93.18394,14.406474,7.4095902,0,0,1
28,18,2,17.519396,98.69854,-1.2179378,0,1,0
28,18,3,22.395351,10.840445,81.764206,0,0,0
28,19,1,103.45342,13.651206,-2.104629,1,0,1
28,19,2,25.121967,95.26901,-5.3909793,0,1,0
28,19,3,19.556387,11.286047,84.15756,1,1,1
28,20,1,95.574,7.5014887,11.924512,0,1,0
28,20,2,16.609646,93.037254,5.3531017,0,1,0
28,20,3,19.35428,12.898678,82.74704,1,0,1
28,21,1,101.20656,4.9120526,8.881392,1,1,1
28,21,2,9.779416,92.19931,13.021271,0,0,0
28,21,3,16.417568,13.917251,84.665184,1,0,1
28,22,1,99.33077,-1.133156,16.802387,0,1,0
28,22,2,15.313958,90.75483,8.931213,0,1,1
28,22,3,28.342327,4.910455,81.747215,1,1,1
28,23,1,102.972694,-3.242487,15.269794,0,1,0
28,23,2,15.985188,87.40371,11.611106,1,1,1
28,23,3,23.962986,0.6334136,90.4036,1,0,1
28,24,1,100.28817,4.6114774,10.100349,1,0,1
28,24,2,15.709198,87.41093,11.879875,1,1,1
28,24,3,18.050495,8.953903,87.995605,1,0,1
28,25,1,94.34088,24.29615,-3.637032,0,1,1
28,25,2,18.1596,89.33273,7.5076694,1,0,1
28,25,3,12.818799,29.98925,72.19195,0,1,1
28,26,1,94.34088,24.29615,-3.637032,1,1,1
28,26,2,15.38787,94.981705,4.6304264,1,0,0
28,26,3,12.176543,45.952507,56.87095,1,1,1
28,27,1,66.62282,45.76425,2.6129308,1,1,0
28,27,2,16.31194,99.66543,-0.97736526,1,0,0
28,27,3,10.216391,31.242355,73.54125,0,1,1
28,28,1,91.85832,29.67775,-6.536072,1,1,1
28,28,2,10.879992,101.771355,2.3486521,1,1,0
28,28,3,2.269589,39.10009,73.630325,0,1,0
28,29,1,92.14059,39.012184,-16.152773,1,1,1
28,29,2,38.142433,94.81096,-17.953396,1,1,0
28,29,3,24.47615,21.322277,69.20157,1,1,1
28,30,1,105.195145,2.895171,6.909682,0,1,1
28,30,2,18.307625,96.71446,-0.022083744,1,1,0
28,30,3,32.51116,11.278444,71.210396,1,1,1
28,31,1,100.51878,-3.9972699,18.478483,0,1,0
28,31,2,14.280469,86.243614,14.475917,1,0,0
28,31,3,31.510738,8.674685,74.814575,1,1,1
28,32,1,101.719696,-1.8637862,15.14409,1,0,1
28,32,2,16.972588,86.3949,11.632512,1,1,1
28,32,3,27.371206,5.30113,82.32767,1,1,1
28,33,1,95.57492,22.246288,-2.821212,1,1,1
28,33,2,17.098288,87.31898,10.582737,1,0,1
28,33,3,7.890444,26.303455,80.8061,1,1,0
28,34,1,92.19647,29.745901,-6.94237,1,1,0
28,34,2,33.137325,81.13897,0.72370416,1,0,0
28,34,3,27.295662,32.227516,55.47682,1,1,0
28,35,1,92.99589,26.536047,-4.5319366,1,1,1
28,35,2,18.607552,88.724,7.6684465,1,0,1
28,35,3,3.8443885,37.18144,73.974174,1,1,1
28,36,1,90.69849,28.235397,-3.933884,1,1,1
28,36,2,27.642624,92.897484,-5.5401087,1,0,0
28,36,3,25.146997,20.328974,69.52403,1,1,1
28,37,1,94.00095,25.564781,-4.565732,1,1,1
28,37,2,18.201227,95.34437,1.4544015,1,1,0
28,37,3,5.87901,35.08631,74.034676,1,1,0
28,38,1,92.78064,23.228945,-1.0095863,1,1,0
28,38,2,13.284855,99.911095,1.8040521,0,1,0
28,38,3,17.287704,22.133627,75.57867,1,1,1
28,39,1,83.87646,22.010864,9.112678,1,1,1
28,39,2,14.927519,95.99312,4.079366,1,0,0
28,39,3,17.657198,21.030125,76.312675,1,1,1
28,40,1,96.04239,12.531442,6.426172,1,1,0
28,40,2,15.263436,92.40444,7.332121,0,0,0
28,40,3,21.751806,19.264315,73.98388,0,0,1
28,41,1,96.28081,10.172627,8.546567,1,1,0
28,41,2,14.846092,91.5409,8.613007,1,1,1
28,41,3,20.45411,13.247598,81.298294,0,0,1
28,42,1,92.82992,24.810791,-2.6407118,0,1,1
28,42,2,14.778889,90.930504,9.290605,1,0,1
28,42,3,9.658524,27.631767,77.70971,0,1,1
28,43,1,92.82992,24.810791,-2.6407118,1,1,1
28,43,2,22.70135,75.91695,16.381706,1,0,1
28,43,3,5.0515504,35.106155,74.84229,0,1,1
28,44,1,92.82992,24.810791,-2.6407118,1,0,0
28,44,2,18.113575,92.59249,4.2939305,1,1,0
28,44,3,9.391551,31.946156,73.66229,0,1,1
28,45,1,94.640785,21.10368,-0.7444635,0,1,0
28,45,2,18.113575,92.59249,4.2939305,0,0,0
28,45,3,25.836172,38.994137,50.16969,0,1,1
28,46,1,94.60916,23.317621,-2.9267812,1,0,1
28,46,2,17.325298,95.64695,2.0277545,0,1,0
28,46,3,15.560008,23.942133,75.497856,0,1,1
28,47,1,94.98124,22.159601,-2.1408412,1,1,1
28,47,2,19.424986,95.6156,-0.040583722,0,1,0
28,47,3,16.915894,23.772083,74.31203,1,1,1
28,48,1,81.06579,23.301584,10.632626,0,1,1
28,48,2,18.233908,90.39325,6.3728447,1,1,1
28,48,3,19.209879,21.830078,73.960045,1,1,0
28,49,1,93.57957,17.770374,3.650058,0,0,0
28,49,2,17.558384,89.895424,7.5461946,1,1,0
28,49,3,18.346508,21.548481,75.10501,0,1,1
28,50,1,92.524,22.192047,0.2839489,1,0,1
28,50,2,25.8555,71.41403,17.73047,1,0,1
28,50,3,13.143358,27.67039,74.18626,0,1,0
28,51,1,92.524,22.192047,0.2839489,1,1,1
28,51,2,25.718687,75.1346,14.146712,1,0,1
28,51,3,16.63238,31.606358,66.76126,1,1,1
28,52,1,91.74089,24.502825,-1.2437177,0,1,0
28,52,2,20.789772,94.653984,-0.44375828,1,0,0
28,52,3,20.34294,23.316917,71.34014,1,1,1
28,53,1,92.6609,22.917824,-0.57871765,1,1,1
28,53,2,25.805616,89.33191,-0.13752522,1,1,0
28,53,3,20.053524,23.987112,70.959366,0,0,0
28,54,1,96.05522,12.83198,6.1127973,0,1,1
28,54,2,22.057901,90.02493,2.9171631,0,1,0
28,54,3,28.975904,13.364254,72.65984,1,1,1
28,55,1,101.95772,13.437577,-0.39529556,0,0,1
28,55,2,29.108236,87.866234,-1.974471,1,1,1
28,55,3,38.604443,19.548454,56.847103,1,0,0
28,56,1,97.81282,25.527472,-8.340293,1,1,1
28,56,2,32.027725,83.05568,-0.08340667,1,1,1
28,56,3,21.652334,22.589876,70.75779,1,0,1
28,57,1,97.1732,-5.7055187,23.532314,0,1,1
28,57,2,14.812604,88.357346,11.830049,1,1,0
28,57,3,36.480698,4.6698556,73.84945,1,1,0
28,58,1,93.363304,-7.0351863,28.671885,1,1,1
28,58,2,3.7344577,81.92434,29.341206,1,1,1
